Genome,Accession,RefSeq type,Source information,Number of segments,Genome length,Number of proteins,Genome Neighbors,Host,Date completed,Date updated,realm,Filename
Grapevine virus H,NC_040545,complete,isolate:TT2016-3,-,7446,5,1,land plants,02/12/2019,09/12/2019,Riboviria,Grapevine_virus_H
Grapevine virus I,NC_037058,complete,isolate:VID499,-,7507,5,2,land plants,02/22/2018,08/13/2018,Riboviria,Grapevine_virus_I
Grapevine virus J,NC_040564,complete,isolate:KS,-,7390,5,-,land plants,02/12/2019,09/12/2019,Riboviria,Grapevine_virus_J
Grapevine virus K,NC_035202,complete,isolate:Jo,-,7476,5,1,land plants,07/14/2017,08/13/2018,Riboviria,Grapevine_virus_K
Peanut bud necrosis virus,NC_003614,complete,-,-,8911,1,18,"invertebrates, land plants",01/01/1998,08/13/2018,Riboviria,Peanut_bud_necrosis_virus
Groundnut rosette assistor virus,NC_038509,incomplete,-,-,600,1,6,land plants,08/24/2018,08/24/2018,Riboviria,Groundnut_rosette_assistor_virus
Groundnut rosette virus,NC_003603,complete,strain:MC1,-,4019,4,3,land plants,06/01/1996,08/13/2018,Riboviria,Groundnut_rosette_virus
Groundnut yellow spot virus,NC_043210,incomplete,isolate:SP-C,-,3006,2,-,land plants,06/28/2019,06/28/2019,Riboviria,Groundnut_yellow_spot_virus
Habenaria mosaic virus,NC_021786,complete,isolate:Ha-1,-,9499,2,1,land plants,07/23/2013,08/13/2018,Riboviria,Habenaria_mosaic_virus
Hardenbergia mosaic virus,NC_015394,complete,isolate:HarMV-57.2,-,9682,2,8,land plants,04/25/2011,08/13/2018,Riboviria,Hardenbergia_mosaic_virus
Hardenbergia virus A,NC_015395,complete,isolate:HarVA-57,-,6942,2,-,land plants,04/25/2011,08/13/2018,Riboviria,Hardenbergia_virus_A
Helenium virus S,NC_038323,incomplete,-,-,1389,2,-,land plants,08/24/2018,08/24/2018,Riboviria,Helenium_virus_S
Helianthus annuus alphaendornavirus,NC_040799,complete,isolate:BJ,-,14663,1,-,land plants,02/12/2019,09/12/2019,Riboviria,Helianthus_annuus_alphaendornavirus
Helleborus mosaic virus,NC_043082,incomplete,-,-,3030,6,-,land plants,06/28/2019,06/28/2019,Riboviria,Helleborus_mosaic_virus
Helleborus net necrosis virus,NC_012038,complete,strain:G5,-,8542,6,2,land plants,02/04/2009,08/13/2018,Riboviria,Helleborus_net_necrosis_virus
Henbane mosaic virus,NC_043422,incomplete,isolate:PHYS/H,-,1646,1,5,land plants,02/02/2006,06/28/2019,Riboviria,Henbane_mosaic_virus
Heracleum latent virus,NC_039087,incomplete,isolate:Scottish (Murant),-,3006,3,-,land plants,06/18/1996,08/24/2018,Riboviria,Heracleum_latent_virus
Hibbertia virus Y,NC_043148,incomplete,strain:Kioloa,-,1707,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Hibbertia_virus_Y
Hibiscus bacilliform virus GD1,NC_023485,complete,isolate:GD1,-,7435,4,-,land plants,02/21/2014,08/13/2018,Riboviria,Hibiscus_bacilliform_virus_GD1
Hibiscus chlorotic ringspot virus,NC_003608,complete,-,-,3911,7,8,land plants,03/17/2000,08/13/2018,Riboviria,Hibiscus_chlorotic_ringspot_virus
Hibiscus latent Fort Pierce virus,NC_025381,complete,isolate:J,-,6431,4,6,land plants,11/17/2014,08/13/2018,Riboviria,Hibiscus_latent_Fort_Pierce_virus
Hibiscus latent Singapore virus,NC_008310,complete,isolate:Singapore,-,6485,4,3,land plants,08/30/2006,08/13/2018,Riboviria,Hibiscus_latent_Singapore_virus
Hippeastrum latent virus,NC_011540,complete,-,-,8500,6,-,land plants,11/13/2008,08/13/2018,Riboviria,Hippeastrum_latent_virus
Hippeastrum mosaic virus,NC_017967,complete,isolate:Marijiniup 1,-,9660,2,1,land plants,05/29/2012,08/13/2018,Riboviria,Hippeastrum_mosaic_virus
Honeysuckle ringspot virus,NC_014967,complete,isolate:California,-,3956,6,-,land plants,01/27/2011,08/13/2018,Riboviria,Honeysuckle_ringspot_virus
Hop latent virus,NC_002552,complete,isolate:HpLV from Humulus luplus L. cultivar Shinshu-Wase in Japan,-,8612,6,2,land plants,09/20/2000,08/13/2018,Riboviria,Hop_latent_virus
Hop mosaic virus,NC_010538,complete,-,-,8550,6,-,land plants,03/31/2008,08/13/2018,Riboviria,Hop_mosaic_virus
Hordeum vulgare alphaendornavirus,NC_028949,complete,-,-,14243,1,2,land plants,01/05/2016,08/13/2018,Riboviria,Hordeum_vulgare_alphaendornavirus
Horseradish latent virus,NC_018858,complete,isolate:ID1,-,7954,8,-,land plants,10/15/2012,08/13/2018,Riboviria,Horseradish_latent_virus
Hosta virus X,NC_011544,complete,strain:type strain: HVX-Kr,-,6528,5,3,land plants,02/01/2005,08/13/2018,Riboviria,Hosta_virus_X
Hot pepper alphaendornavirus,NC_027920,complete,isolate:CS,-,14729,1,1,land plants,10/07/2015,08/13/2018,Riboviria,Hot_pepper_alphaendornavirus
Hoya chlorotic spot virus,NC_034509,complete,isolate:12-415,-,6386,4,-,land plants,05/15/2017,08/25/2018,Riboviria,Hoya_chlorotic_spot_virus
Hubei picorna-like virus 55,NC_033093,complete,strain:spider134013,-,9795,2,1,"invertebrates, land plants",01/17/2017,08/13/2018,Riboviria,Hubei_picorna-like_virus_55
Hyacinth mosaic virus,NC_037051,complete,isolate:Nannup BC28,-,9500,1,-,land plants,02/22/2018,08/13/2018,Riboviria,Hyacinth_mosaic_virus
Hydrangea chlorotic mottle virus,NC_012869,complete,isolate:NZ,-,8433,6,1,land plants,06/30/2009,08/13/2018,Riboviria,Hydrangea_chlorotic_mottle_virus
Hydrangea ringspot virus,NC_006943,complete,isolate:PD 109,-,6185,6,4,land plants,04/07/2005,08/13/2018,Riboviria,Hydrangea_ringspot_virus
Impatiens flower break virus,NC_030236,complete,isolate:Asan,-,9622,1,-,land plants,05/31/2016,08/13/2018,Riboviria,Impatiens_flower_break_virus
Imperata yellow mottle virus,NC_011536,complete,-,-,4547,5,-,land plants,09/30/2008,08/13/2018,Riboviria,Imperata_yellow_mottle_virus
Indian citrus ringspot virus,NC_003093,complete,isolate:K1,-,7560,6,1,land plants,09/02/2001,08/13/2018,Riboviria,Indian_citrus_ringspot_virus
Iranian johnsongrass mosaic virus,NC_018833,complete,isolate:Shz,-,9544,1,1,land plants,10/15/2012,08/13/2018,Riboviria,Iranian_johnsongrass_mosaic_virus
Iris mild mosaic virus,NC_043149,incomplete,isolate:WA-1,-,8651,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Iris_mild_mosaic_virus
Iris severe mosaic virus,NC_029076,complete,isolate:BJ,-,10423,1,3,land plants,02/05/2016,08/13/2018,Riboviria,Iris_severe_mosaic_virus
Ivy ringspot-associated virus,NC_055604,complete,isolate:SA1,-,8885,3,-,land plants,06/01/2021,06/08/2021,Riboviria,Ivy_ringspot-associated_virus
Ixeridium yellow mottle virus 1,NC_029691,complete,isolate:Bonghwa,-,6017,6,-,land plants,03/28/2016,08/13/2018,Riboviria,Ixeridium_yellow_mottle_virus_1
Ixeridium yellow mottle virus 2,NC_034243,complete,isolate:Bonghwa,-,4196,4,-,land plants,04/05/2017,08/13/2018,Riboviria,Ixeridium_yellow_mottle_virus_2
Japanese iris necrotic ring virus,NC_002187,complete,-,-,4014,6,1,land plants,03/17/2000,08/13/2018,Riboviria,Japanese_iris_necrotic_ring_virus
Japanese yam mosaic virus,NC_000947,complete,-,-,9760,2,7,land plants,11/09/1999,08/13/2018,Riboviria,Japanese_yam_mosaic_virus
Jasmine virus C,NC_030926,complete,isolate:A-31,-,8506,6,4,land plants,09/19/2016,08/13/2018,Riboviria,Jasmine_virus_C
Jasmine virus H,NC_055545,complete,isolate:Fujian,-,3867,5,8,land plants,06/01/2021,06/07/2021,Riboviria,Jasmine_virus_H
Jasmine virus T,NC_029051,complete,-,-,9590,1,3,land plants,02/03/2016,08/13/2018,Riboviria,Jasmine_virus_T
Johnsongrass mosaic virus,NC_003606,complete,-,-,9779,2,3,land plants,10/14/1993,08/13/2018,Riboviria,Johnsongrass_mosaic_virus
Jujube mosaic-associated virus,NC_035472,complete,isolate:Z6,-,7194,5,2,land plants,08/24/2017,08/13/2018,Riboviria,Jujube_mosaic-associated_virus
Kalanchoe latent virus,NC_013006,complete,isolate:PV-0290B,-,8517,7,2,land plants,07/23/2009,08/13/2018,Riboviria,Kalanchoe_latent_virus
Kalanchoe mosaic virus,NC_043150,incomplete,isolate:F39,-,1140,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Kalanchoe_mosaic_virus
Kennedya yellow mosaic virus,NC_001746,complete,isolate:Jervis Bay,-,6362,3,-,land plants,04/29/1993,08/13/2018,Riboviria,Kennedya_yellow_mosaic_virus
Keunjorong mosaic virus,NC_016159,complete,isolate:Cheongwon,-,9626,1,-,land plants,11/29/2011,08/13/2018,Riboviria,Keunjorong_mosaic_virus
Konjac mosaic virus,NC_007913,complete,isolate:KoMV-F,-,9544,2,1,land plants,03/21/2006,08/13/2018,Riboviria,Konjac_mosaic_virus
Kyuri green mottle mosaic virus,NC_003610,complete,strain:KGMMV-C1,-,6514,4,2,land plants,07/27/2001,08/13/2018,Riboviria,Kyuri_green_mottle_mosaic_virus
Lagenaria mild mosaic virus,NC_043079,incomplete,-,-,3860,5,-,land plants,06/28/2019,06/28/2019,Riboviria,Lagenaria_mild_mosaic_virus
Lagenaria siceraria endornavirus-California,NC_023641,complete,isolate:FB,-,15088,1,-,land plants,03/06/2014,08/13/2018,Riboviria,Lagenaria_siceraria_endornavirus-California
Lagenaria siceraria endornavirus-Hubei,NC_034216,complete,isolate:JZ,-,15098,1,-,land plants,03/17/2017,08/13/2018,Riboviria,Lagenaria_siceraria_endornavirus-Hubei
Lamium leaf distortion virus,NC_010737,complete,-,-,7713,6,-,land plants,05/21/2008,08/13/2018,Riboviria,Lamium_leaf_distortion_virus
Leek yellow stripe virus,NC_004011,complete,isolate:Yuhang GYH,-,10142,2,133,land plants,02/05/2002,08/13/2018,Riboviria,Leek_yellow_stripe_virus
Lettuce Italian necrotic virus,NC_027706,complete,isolate:I234,-,9829,1,1,land plants,08/18/2015,08/13/2018,Riboviria,Lettuce_Italian_necrotic_virus
Lettuce chordovirus 1,NC_040627,complete,isolate:JG1,-,8536,4,-,land plants,02/12/2019,09/12/2019,Riboviria,Lettuce_chordovirus_1
Lettuce mosaic virus,NC_003605,complete,strain:E,-,10080,2,35,land plants,05/14/1996,08/13/2018,Riboviria,Lettuce_mosaic_virus
Lettuce necrotic yellows virus,NC_007642,complete,isolate:318,-,12807,6,1,land plants,12/07/2005,08/13/2018,Riboviria,Lettuce_necrotic_yellows_virus
Lettuce virus X,NC_010832,complete,-,-,7212,5,-,land plants,06/05/2008,08/13/2018,Riboviria,Lettuce_virus_X
Lettuce yellow mottle virus,NC_011532,complete,-,-,12926,6,-,land plants,11/12/2008,08/13/2018,Riboviria,Lettuce_yellow_mottle_virus
Ligustrum necrotic ringspot virus,NC_010305,complete,-,-,8412,6,2,land plants,02/05/2008,08/13/2018,Riboviria,Ligustrum_necrotic_ringspot_virus
Ligustrum virus A,NC_031089,complete,isolate:SK,-,8525,6,6,land plants,09/23/2016,08/13/2018,Riboviria,Ligustrum_virus_A
Lily mottle virus,NC_005288,complete,isolate:Sb,-,9644,2,12,land plants,12/04/2003,08/13/2018,Riboviria,Lily_mottle_virus
Lily symptomless virus,NC_005138,complete,-,-,8394,6,11,land plants,09/22/2003,08/13/2018,Riboviria,Lily_symptomless_virus
Lily virus X,NC_007192,complete,-,-,5823,5,2,land plants,07/05/2005,08/13/2018,Riboviria,Lily_virus_X
Lily yellow mosaic virus,NC_040802,complete,isolate:lily-bua,-,9811,1,-,land plants,02/12/2019,09/12/2019,Riboviria,Lily_yellow_mosaic_virus
Little cherry virus 1,NC_001836,complete,-,-,16934,8,31,land plants,09/12/1997,08/13/2018,Riboviria,Little_cherry_virus_1
Little cherry virus 2,NC_005065,complete,isolate:USA6b,-,15045,10,12,land plants,08/13/2003,08/13/2018,Riboviria,Little_cherry_virus_2
Lolium latent virus,NC_010434,complete,isolate:US1,-,7674,6,-,land plants,03/12/2008,08/13/2018,Riboviria,Lolium_latent_virus
Longan witches broom-associated virus,NC_034835,complete,isolate:Han1,-,9428,1,-,land plants,05/30/2017,08/13/2018,Riboviria,Longan_witches_broom-associated_virus
Lucerne transient streak virus,NC_001696,complete,isolate:LTSV-Can; culture-collection:ATCC:PV-454,-,4279,5,1,land plants,10/27/1995,08/13/2018,Riboviria,Lucerne_transient_streak_virus
Luffa aphid-borne yellows virus,NC_027703,complete,isolate:TH24,-,5961,6,2,land plants,08/18/2015,08/13/2018,Riboviria,Luffa_aphid-borne_yellows_virus
Lupinus mosaic virus,NC_014898,complete,isolate:LU2,-,10113,2,-,land plants,01/20/2011,08/13/2018,Riboviria,Lupinus_mosaic_virus
Luteovirus sociomali,NC_040549,complete,isolate:A68,-,5890,8,-,land plants,02/12/2019,09/12/2019,Riboviria,Luteovirus_sociomali
Maclura mosaic virus,NC_043133,incomplete,-,-,2413,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Maclura_mosaic_virus
Maize chlorotic dwarf virus,NC_003626,complete,strain:Tennessee (TN),-,11832,1,5,land plants,06/06/1997,08/13/2018,Riboviria,Maize_chlorotic_dwarf_virus
Maize chlorotic mottle virus,NC_003627,complete,isolate:Kansas serotype 1 (KS1),-,4437,7,117,land plants,07/06/1989,08/13/2018,Riboviria,Maize_chlorotic_mottle_virus
Maize dwarf mosaic virus,NC_003377,complete,strain:Bulgaria,-,9515,2,30,land plants,05/06/1998,08/13/2018,Riboviria,Maize_dwarf_mosaic_virus
Maize mosaic nucleorhabdovirus,NC_005975,complete,-,-,12133,6,1,land plants,07/12/2004,08/13/2018,Riboviria,Maize_mosaic_nucleorhabdovirus
Maize necrotic streak virus,NC_007729,complete,isolate:Arizona,-,4094,5,-,land plants,01/24/2006,08/13/2018,Riboviria,Maize_necrotic_streak_virus
Maize rayado fino virus,NC_002786,complete,isolate:Costa Rican,-,6366,2,1,land plants,05/14/2001,10/13/2020,Riboviria,Maize_rayado_fino_virus
Maize white line mosaic virus,NC_009533,complete,-,-,4293,5,-,land plants,06/07/2007,08/13/2018,Riboviria,Maize_white_line_mosaic_virus
Maize yellow dwarf virus RMV,NC_021484,complete,strain:RMV MTFE87,-,5612,7,2,land plants,06/17/2013,08/13/2018,Riboviria,Maize_yellow_dwarf_virus_RMV
Maize yellow dwarf virus-RMV2,NC_029990,complete,-,-,5625,6,47,land plants,04/28/2016,08/13/2018,Riboviria,Maize_yellow_dwarf_virus-RMV2
Maize yellow striate virus,NC_055454,complete,-,-,12654,10,1,land plants,06/01/2021,06/07/2021,Riboviria,Maize_yellow_striate_virus
Maize-associated totivirus 1,NC_028044,complete,isolate:MATV1,-,3956,2,-,land plants,10/09/2015,08/13/2018,Riboviria,Maize-associated_totivirus_1
Maize-associated totivirus 2,NC_030398,complete,isolate:EC_Portoviejo,-,4998,3,-,land plants,06/30/2016,08/13/2018,Riboviria,Maize-associated_totivirus_2
Maize-associated totivirus 3,NC_036589,complete,isolate:ANETF3S2,-,4990,3,-,land plants,01/13/2018,08/13/2018,Riboviria,Maize-associated_totivirus_3
Malus domestica virus A,NC_055599,complete,isolate:J1,-,17003,10,1,land plants,06/01/2021,06/08/2021,Riboviria,Malus_domestica_virus_A
Malva vein clearing virus,NC_043423,incomplete,isolate:DS-Ba-01,-,1832,1,1,land plants,11/11/2008,06/28/2019,Riboviria,Malva_vein_clearing_virus
Maracuja mosaic virus,NC_008716,complete,-,-,6794,4,-,land plants,12/27/2006,08/13/2018,Riboviria,Maracuja_mosaic_virus
Mashua virus Y,NC_055496,complete,isolate:Cam,-,9769,1,-,land plants,06/01/2021,06/07/2021,Riboviria,Mashua_virus_Y
Medicago sativa amalgavirus 1,NC_040591,complete,strain:MsAV1-Maverick,-,3423,2,5,land plants,02/12/2019,09/12/2019,Riboviria,Medicago_sativa_amalgavirus_1
Melon aphid-borne yellows virus,NC_010809,complete,-,-,5674,7,5,land plants,06/05/2008,08/13/2018,Riboviria,Melon_aphid-borne_yellows_virus
Melon necrotic spot virus,NC_001504,complete,-,-,4266,6,38,land plants,08/02/1993,08/13/2018,Riboviria,Melon_necrotic_spot_virus
Melon yellowing-associated virus,NC_038324,complete,isolate:M22,-,9073,6,-,land plants,08/24/2018,08/24/2018,Riboviria,Melon_yellowing-associated_virus
Mint vein banding-associated virus,NC_038420,incomplete,isolate:NCGR MEN 454,-,13387,8,-,land plants,08/24/2018,08/24/2018,Riboviria,Mint_vein_banding-associated_virus
Mint virus 1,NC_006944,complete,isolate:NCGR MEN 454.004,-,15450,9,-,land plants,04/07/2005,08/14/2018,Riboviria,Mint_virus_1
Mint virus X,NC_006948,complete,-,-,5914,5,-,land plants,04/07/2005,08/13/2018,Riboviria,Mint_virus_X
Mirabilis jalapa mottle virus,NC_016080,complete,-,-,8315,6,-,land plants,10/17/2011,08/13/2018,Riboviria,Mirabilis_jalapa_mottle_virus
Moroccan pepper virus,NC_020073,complete,isolate:MPV-PM75,-,4772,6,4,land plants,01/04/2013,08/13/2018,Riboviria,Moroccan_pepper_virus
Moroccan watermelon mosaic virus,NC_009995,complete,strain:MWMV-Tn; isolate:TN05-76,-,9730,2,21,land plants,11/20/2007,08/13/2018,Riboviria,Moroccan_watermelon_mosaic_virus
Morogoro maize-associated virus,NC_055512,complete,isolate:16-0112,-,12185,6,1,land plants,06/01/2021,06/07/2021,Riboviria,Morogoro_maize-associated_virus
Mume virus A,NC_040568,complete,isolate:pm14,-,7644,2,1,land plants,02/12/2019,09/12/2019,Riboviria,Mume_virus_A
Narcissus common latent virus,NC_008266,complete,isolate:Zhangzhou,-,8539,6,-,land plants,07/20/2006,08/13/2018,Riboviria,Narcissus_common_latent_virus
Narcissus degeneration virus,NC_008824,complete,isolate:Zhangzhou,-,9816,2,6,land plants,01/23/2007,08/13/2018,Riboviria,Narcissus_degeneration_virus
Narcissus late season yellows virus,NC_023628,complete,isolate:Marijiniup8,-,9687,1,26,land plants,03/04/2014,08/13/2018,Riboviria,Narcissus_late_season_yellows_virus
Narcissus latent virus,NC_043134,incomplete,-,-,1815,1,2,land plants,06/28/2019,06/28/2019,Riboviria,Narcissus_latent_virus
Narcissus mosaic virus,NC_001441,complete,-,-,6955,6,2,land plants,04/29/1993,08/13/2018,Riboviria,Narcissus_mosaic_virus
Narcissus symptomless virus,NC_008552,complete,isolate:Hangzhou-2005,-,8281,6,9,land plants,10/24/2006,08/13/2018,Riboviria,Narcissus_symptomless_virus
Nerine latent virus,NC_028111,complete,isolate:Marijiniup 4,-,8334,6,9,land plants,10/30/2015,08/13/2018,Riboviria,Nerine_latent_virus
Narcissus yellow stripe virus,NC_011541,complete,isolate:Zhangzhou,-,9650,2,10,land plants,07/20/2006,08/13/2018,Riboviria,Narcissus_yellow_stripe_virus
Nectarine marafivirus M,NC_029063,complete,isolate:NeVM/12C51,-,6421,1,2,land plants,02/05/2016,08/13/2018,Riboviria,Nectarine_marafivirus_M
Nectarine stem pitting associated virus,NC_027211,complete,isolate:nectarine,-,4991,3,8,land plants,06/15/2015,08/13/2018,Riboviria,Nectarine_stem_pitting_associated_virus
Nemesia ring necrosis virus,NC_011538,complete,-,-,6285,3,1,land plants,11/12/2008,08/13/2018,Riboviria,Nemesia_ring_necrosis_virus
Nerine virus X,NC_007679,complete,isolate:J,-,6582,5,1,land plants,12/24/2005,08/13/2018,Riboviria,Nerine_virus_X
Nerine yellow stripe virus,NC_043153,incomplete,-,-,1605,1,1,land plants,06/28/2019,06/28/2019,Riboviria,Nerine_yellow_stripe_virus
Noni mosaic virus,NC_055585,complete,isolate:NoMV-YJh,-,9645,1,1,land plants,06/01/2021,06/08/2021,Riboviria,Noni_mosaic_virus
Nootka lupine vein clearing virus,NC_009017,complete,isolate:Alaska,-,4172,5,-,land plants,02/20/2007,08/13/2018,Riboviria,Nootka_lupine_vein_clearing_virus
Oat blue dwarf virus,NC_001793,complete,-,-,6509,2,1,land plants,02/19/1997,08/13/2018,Riboviria,Oat_blue_dwarf_virus
Oat chlorotic stunt virus,NC_003633,complete,-,-,4114,4,-,land plants,10/24/1995,08/13/2018,Riboviria,Oat_chlorotic_stunt_virus
Oat necrotic mottle virus,NC_005136,complete,isolate:Type-NE,-,9346,2,1,land plants,10/11/2003,08/13/2018,Riboviria,Oat_necrotic_mottle_virus
Obuda pepper virus,NC_003852,complete,strain:Ob,-,6507,4,1,land plants,12/23/1993,08/13/2018,Riboviria,Obuda_pepper_virus
Ocimum basilicum RNA virus 1,NC_035462,complete,isolate:DV1,-,6930,2,-,land plants,08/24/2017,06/04/2019,Riboviria,Ocimum_basilicum_RNA_virus_1
Ocimum basilicum RNA virus 2,NC_035463,complete,isolate:MV1,-,2784,1,-,land plants,08/24/2017,06/04/2019,Riboviria,Ocimum_basilicum_RNA_virus_2
Odontoglossum ringspot virus,NC_001728,complete,strain:18KDa coat protein; isolate:18KDa coat protein,-,6618,5,10,land plants,10/13/1994,08/13/2018,Riboviria,Odontoglossum_ringspot_virus
Olive latent virus 1,NC_001721,complete,strain:citrus,-,3699,5,2,land plants,05/17/1996,08/13/2018,Riboviria,Olive_latent_virus_1
Olive leaf yellowing-associated virus,NC_043417,incomplete,-,-,4605,5,3,land plants,03/27/2002,06/28/2019,Riboviria,Olive_leaf_yellowing-associated_virus
Olive mild mosaic virus,NC_006939,complete,isolate:GP,-,3683,6,7,land plants,04/07/2005,08/13/2018,Riboviria,Olive_mild_mosaic_virus
Onion yellow dwarf virus,NC_005029,complete,isolate:Yuhang,-,10538,2,93,land plants,06/03/2003,08/13/2018,Riboviria,Onion_yellow_dwarf_virus
Ononis yellow mosaic virus,NC_001513,complete,-,-,6211,3,-,land plants,08/02/1993,08/13/2018,Riboviria,Ononis_yellow_mosaic_virus
Ophiovirus freesiae,NC_055107,incomplete,isolate:Fr220205/9,-,1456,1,-,land plants,06/01/2021,06/07/2021,Riboviria,Ophiovirus_freesiae
Opium poppy mosaic virus,NC_027710,complete,isolate:PHEL5235,-,4230,4,1,land plants,08/18/2015,08/13/2018,Riboviria,Opium_poppy_mosaic_virus
Opuntia virus 2,NC_040685,complete,isolate:Nopal_hec Mex,-,6453,4,1,land plants,02/12/2019,11/13/2019,Riboviria,Opuntia_virus_2
Opuntia virus X,NC_006060,complete,strain:CC10,-,6653,5,2,land plants,07/21/2004,08/13/2018,Riboviria,Opuntia_virus_X
Ornithogalum mosaic virus,NC_019409,complete,isolate:KP,-,9445,1,3,land plants,11/13/2012,08/13/2018,Riboviria,Ornithogalum_mosaic_virus
